codtno,tno,estatus,id_sede,Sede,Nacionalidad,No de Cedula,Apellidos,Nombres,Genero,Fecha de Ingreso,id_cargo,Cargo,id_unidad_ejecutora,Autoridad,id_dependencia,Departamento
1,DOCEN,ACTIVO,30,SARTENEJAS,E,82580304,RUIZ RODRIGUEZ,GUILLERMO,MASCULINO,23-Apr-97,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,82882841,MORENO,ROBERTO PABLO,MASCULINO,26-Sep-94,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,82600375,MARTINEZ DIAZ,SANDRA SHARON,FEMENINO,3-May-00,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,828076,MEDINA,MARIA,FEMENINO,4-Apr-25,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,6,DEPENDENCIA SOBREVIVIENTES
1,DOCEN,ACTIVO,30,SARTENEJAS,E,84264952,MARTIN,TIMOTEO DONALD,MASCULINO,18-Jul-06,876,PROFESOR,50,VICERECTORADO ACADEMICO,89,DEPARTAMENTO DE HISTORIA MÁGICA
1,DOCEN,ACTIVO,30,SARTENEJAS,E,84412321,SANCHEZ,JASON JOSE,MASCULINO,17-Oct-16,876,PROFESOR,50,VICERECTORADO ACADEMICO,84,DEPARTAMENTO DE ESCOBAS VOLADORAS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,855934,RAMIREZ,BARBARA CAROL,FEMENINO,8-Feb-73,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,857807,MARTINEZ RODRIGUEZ,JUAN RICARDO,MASCULINO,15-Jun-69,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,862519,MARTIN LOPEZ,KATINA,FEMENINO,10-Feb-03,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,6,DEPENDENCIA SOBREVIVIENTES
1,DOCEN,ACTIVO,30,SARTENEJAS,E,971975,TORRES,CHERI ALEXANDRA,FEMENINO,27-May-99,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,992471,GOMEZ,SANDRA SHARON,FEMENINO,31-Mar-74,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,E,997670,GOMEZ LOPEZ,BARBARA MARGARITA,FEMENINO,16-Nov-82,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,P,8370128,RAMIREZ DIAZ,PATRICIA CAROL,FEMENINO,16-Jan-89,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,6,DEPENDENCIA SOBREVIVIENTES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10604378,WILLIAMS PEREZ,ELIZABETH MELISSA,FEMENINO,24-Aug-08,876,PROFESOR,50,VICERECTORADO ACADEMICO,100,DEPARTAMENTO DE CIENCIA Y TECNOLOGIA DEL COMPORTAMIENTO
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10125462,DIAZ MARTINEZ,KIMBERLY HEATHER,FEMENINO,4-Sep-14,876,PROFESOR,50,VICERECTORADO ACADEMICO,95,DEPARTAMENTO DE COOPERACIÓN MÁGICA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10784054,RAMIREZ,ELIZABETH,FEMENINO,21-Sep-98,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10363604,DIAZ MARTIN,TIMOTEO JEFFREY,MASCULINO,3-Jan-06,876,PROFESOR,50,VICERECTORADO ACADEMICO,100,DEPARTAMENTO DE CIENCIA Y TECNOLOGIA DEL COMPORTAMIENTO
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10753382,MORENO MARTINEZ,JOSE DAVID,MASCULINO,7-Dec-04,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10333965,RUIZ,MARCO ESTEBAN,MASCULINO,18-Oct-93,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10396836,ALVAREZ GARCIA,TAMMY DEBORAH,FEMENINO,10-Sep-19,876,PROFESOR,50,VICERECTORADO ACADEMICO,101,DEPARTAMENTO DE ESTUDIOS MUGGLES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,1043701,LOPEZ RAMIREZ,SHIRLEY,FEMENINO,30-Aug-14,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,6,DEPENDENCIA SOBREVIVIENTES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10623822,ROJAS MENDOZA,JAMIE REBECCA,FEMENINO,22-Jun-24,876,PROFESOR,50,VICERECTORADO ACADEMICO,96,DEPARTAMENTO DE LENGUAS VIVAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10545093,CASTILLO,SARAH,FEMENINO,27-Nov-07,876,PROFESOR,50,VICERECTORADO ACADEMICO,96,DEPARTAMENTO DE LENGUAS VIVAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10939843,FERNANDEZ TORRES,ROBERTO JUAN,MASCULINO,21-Oct-07,876,PROFESOR,50,VICERECTORADO ACADEMICO,97,DEPARTAMENTO DE NUMEROLOGÍA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10742747,NAVARRO ROJAS,JOSUE BRIAN,MASCULINO,23-Mar-93,876,PROFESOR,50,VICERECTORADO ACADEMICO,86,DEPARTAMENTO DEL ENCANTAMIENTO DE ARTEFACTOS MÁGICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10212584,ROJAS HERNANDEZ,KENNETH JOSE,MASCULINO,26-Oct-01,876,PROFESOR,50,VICERECTORADO ACADEMICO,82,DEPARTAMENTO DE EQUIPOS DE VAPOR
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10570721,DIAZ,SCOTT MIGUEL,MASCULINO,14-Nov-24,876,PROFESOR,50,VICERECTORADO ACADEMICO,85,DEPARTAMENTO DE TRANSPORTES MÁGICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10455381,MARTINEZ PEREZ,RICARDO CRISTOBAL,MASCULINO,27-Aug-96,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10901961,MOORE ROJAS,TERESA,FEMENINO,6-Feb-26,876,PROFESOR,50,VICERECTORADO ACADEMICO,111,DEPARTAMENTO DE BIOLOGÍA DE ORGANISMOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10959215,GOMEZ,RICARDO GUILLERMO,MASCULINO,11-Oct-03,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10670507,GOMEZ RODRIGUEZ,RICARDO,MASCULINO,20-Jul-73,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10469468,DIAZ RODRIGUEZ,SCOTT CARLOS,MASCULINO,5-Mar-10,876,PROFESOR,50,VICERECTORADO ACADEMICO,87,DEPARTAMENTO DE CIENCIAS DE LOS MATERIALES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10494061,LOPEZ GARCIA,AMANDA SHANAON,FEMENINO,16-Nov-04,876,PROFESOR,50,VICERECTORADO ACADEMICO,89,DEPARTAMENTO DE HISTORIA MÁGICA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10219786,CASTILLO MARTINEZ,KIMBERLY MICHELLE,FEMENINO,25-Oct-10,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10650205,MARTIN,TIMOTEO DANIEL,MASCULINO,12-Apr-98,876,PROFESOR,50,VICERECTORADO ACADEMICO,85,DEPARTAMENTO DE TRANSPORTES MÁGICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10430157,CASTILLO,MATEO,MASCULINO,17-Apr-17,876,PROFESOR,50,VICERECTORADO ACADEMICO,95,DEPARTAMENTO DE COOPERACIÓN MÁGICA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10974822,ROMERO MARTINEZ,ERIC,MASCULINO,31-Oct-10,876,PROFESOR,50,VICERECTORADO ACADEMICO,83,DEPARTAMENTO DE REVERSIÓN DE MAGIA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10686711,RAMIREZ GONZALEZ,MATEO,MASCULINO,6-Nov-13,876,PROFESOR,50,VICERECTORADO ACADEMICO,81,DEPARTAMENTO DE CATÁSTROFES MÁGICAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10623867,GOMEZ,JUAN MIGUEL,MASCULINO,20-Oct-69,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10852492,TORRES,JAIME GUILLERMO,MASCULINO,25-Mar-79,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10713430,ROMERO,NICOLE AMY,FEMENINO,27-Jul-90,876,PROFESOR,50,VICERECTORADO ACADEMICO,82,DEPARTAMENTO DE EQUIPOS DE VAPOR
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10904537,DIAZ MARTINEZ,NICOLE MICHELLE,FEMENINO,8-Mar-05,876,PROFESOR,50,VICERECTORADO ACADEMICO,79,DEPARTAMENTO DE DIVINACIÓN
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10160771,MARTINEZ GONZALEZ,GUILLERMO BRIAN,MASCULINO,2-Mar-12,876,PROFESOR,50,VICERECTORADO ACADEMICO,85,DEPARTAMENTO DE TRANSPORTES MÁGICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10982722,RAMIREZ GONZALEZ,JESSICA,FEMENINO,30-Jul-03,876,PROFESOR,50,VICERECTORADO ACADEMICO,95,DEPARTAMENTO DE COOPERACIÓN MÁGICA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10719689,SANCHEZ RODRIGUEZ,LISA MARIA,FEMENINO,20-Feb-21,876,PROFESOR,50,VICERECTORADO ACADEMICO,93,DIVISIÓN DE CIENCIAS SOCIALES Y HUMANIDADES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10861384,ALONZO GONZALEZ,ELIZABETH BRENDA,FEMENINO,26-Jul-88,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10485701,SMITH,JEFFREY ESTEBAN,MASCULINO,2-Dec-18,877,AYUDANTE DOCENTE,50,VICERECTORADO ACADEMICO,192,DECANATO DE INVESTIGACIÓN Y DESARROLLO
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10144143,CASTILLO WILLIAMS,ROBERTO JAIME,MASCULINO,2-Oct-00,876,PROFESOR,50,VICERECTORADO ACADEMICO,87,DEPARTAMENTO DE CIENCIAS DE LOS MATERIALES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10950140,SANCHEZ RODRIGUEZ,KIMBERLY,FEMENINO,15-Jul-11,876,PROFESOR,50,VICERECTORADO ACADEMICO,83,DEPARTAMENTO DE REVERSIÓN DE MAGIA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10548111,ROMERO ROJAS,MARIA ERIN,FEMENINO,22-Feb-10,876,PROFESOR,50,VICERECTORADO ACADEMICO,79,DEPARTAMENTO DE DIVINACIÓN
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10709963,LOPEZ MARTINEZ,ELIZABETH KELLY,FEMENINO,5-Jul-09,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10853162,SANCHEZ HERNANDEZ,JEREMY DAVID,MASCULINO,11-Oct-88,876,PROFESOR,50,VICERECTORADO ACADEMICO,87,DEPARTAMENTO DE CIENCIAS DE LOS MATERIALES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10990936,SANCHEZ MARTINEZ,CARLOS JOSE,MASCULINO,16-Nov-93,876,PROFESOR,50,VICERECTORADO ACADEMICO,110,DEPARTAMENTO DE TECNOLOGÍA DE PROCESOS BIOLÓGICOS Y BIOQUÍMICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10459591,LOPEZ GONZALEZ,BARBARA JUDY,FEMENINO,21-Oct-73,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10752133,LOPEZ TORRES,AMANDA JESSICA,FEMENINO,28-Oct-16,876,PROFESOR,50,VICERECTORADO ACADEMICO,86,DEPARTAMENTO DEL ENCANTAMIENTO DE ARTEFACTOS MÁGICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,10480237,ROMERO MARTIN,LAURA HEATHER,FEMENINO,8-Mar-20,876,PROFESOR,50,VICERECTORADO ACADEMICO,77,DIVISIÓN DE MAGIA Y HECHICERÍA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11993245,TORRES CASTILLO,NICOLE,FEMENINO,30-Mar-07,876,PROFESOR,50,VICERECTORADO ACADEMICO,100,DEPARTAMENTO DE CIENCIA Y TECNOLOGIA DEL COMPORTAMIENTO
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11734181,ROMERO DIAZ,JULIA SUSAN,FEMENINO,6-Mar-08,876,PROFESOR,50,VICERECTORADO ACADEMICO,110,DEPARTAMENTO DE TECNOLOGÍA DE PROCESOS BIOLÓGICOS Y BIOQUÍMICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11973328,ALONZO RUIZ,MICHELLE SARAH,FEMENINO,29-Aug-03,876,PROFESOR,50,VICERECTORADO ACADEMICO,87,DEPARTAMENTO DE CIENCIAS DE LOS MATERIALES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11343785,DIAZ PEREZ,MICHELLE AMY,FEMENINO,13-May-00,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11201979,MORENO,CARLOS RICARDO,MASCULINO,21-Mar-09,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11259424,MENDOZA,MICHELLE REBECCA,FEMENINO,31-Dec-17,876,PROFESOR,50,VICERECTORADO ACADEMICO,106,DIVISIÓN DE CIENCIAS BIOLÓGICAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11518900,SANCHEZ GONZALEZ,JUAN JASON,MASCULINO,10-Aug-05,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11814367,MARTIN,AMANDA ELIZABETH,FEMENINO,30-Jan-23,876,PROFESOR,50,VICERECTORADO ACADEMICO,77,DIVISIÓN DE MAGIA Y HECHICERÍA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11228697,MORENO GONZALEZ,LAURA AMANDA,FEMENINO,17-Nov-94,876,PROFESOR,50,VICERECTORADO ACADEMICO,90,DEPARTAMENTO DE CÓMPUTO CIENTÍFICO Y ESTADÍSTICA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11518380,RUIZ SANCHEZ,ROBERTO BRIAN,MASCULINO,20-Apr-14,876,PROFESOR,50,VICERECTORADO ACADEMICO,109,DEPARTAMENTO DE ESTUDIOS AMBIENTALES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11550947,SANCHEZ LOPEZ,LISA,FEMENINO,27-Oct-15,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11205139,LOPEZ,ANDRES ERIC,MASCULINO,30-Jan-98,876,PROFESOR,50,VICERECTORADO ACADEMICO,101,DEPARTAMENTO DE ESTUDIOS MUGGLES
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11426241,ROJAS,PATRICIA,FEMENINO,4-Feb-14,876,PROFESOR,50,VICERECTORADO ACADEMICO,111,DEPARTAMENTO DE BIOLOGÍA DE ORGANISMOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11401278,SANCHEZ GARCIA,TOMAS JAIME,MASCULINO,22-Apr-08,876,PROFESOR,50,VICERECTORADO ACADEMICO,80,DEPARTAMENTO DE METAFÍSICA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11797679,LOPEZ TORRES,SHANAON KIMBERLY,FEMENINO,9-Jan-10,876,PROFESOR,50,VICERECTORADO ACADEMICO,102,DEPARTAMENTO DE PLANIFICACIÓN URBANA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11339747,DIAZ HERNANDEZ,CRISTINA SARAH,FEMENINO,13-Apr-20,876,PROFESOR,50,VICERECTORADO ACADEMICO,96,DEPARTAMENTO DE LENGUAS VIVAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11581325,SANCHEZ,AMANDA SHANAON,FEMENINO,20-Dec-01,876,PROFESOR,50,VICERECTORADO ACADEMICO,111,DEPARTAMENTO DE BIOLOGÍA DE ORGANISMOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11294020,GOMEZ,CHRISTINA SHANAON,FEMENINO,20-Sep-03,876,PROFESOR,50,VICERECTORADO ACADEMICO,95,DEPARTAMENTO DE COOPERACIÓN MÁGICA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11611572,LOPEZ HERNANDEZ,NICOLE,FEMENINO,8-May-99,876,PROFESOR,50,VICERECTORADO ACADEMICO,82,DEPARTAMENTO DE EQUIPOS DE VAPOR
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11766799,LOPEZ MILLER,ROBERTO CARLOS,MASCULINO,8-Aug-09,876,PROFESOR,50,VICERECTORADO ACADEMICO,84,DEPARTAMENTO DE ESCOBAS VOLADORAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11269913,MARTINEZ MEDINA,ESTEFANIA MICHELLE,FEMENINO,16-Jan-05,876,PROFESOR,50,VICERECTORADO ACADEMICO,81,DEPARTAMENTO DE CATÁSTROFES MÁGICAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11869202,MARTINEZ VACA,JUAN JEREMY,MASCULINO,5-Sep-15,876,PROFESOR,50,VICERECTORADO ACADEMICO,84,DEPARTAMENTO DE ESCOBAS VOLADORAS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11878615,MARTINEZ ROMERO,GUILLERMO PABLO,MASCULINO,8-Nov-08,876,PROFESOR,50,VICERECTORADO ACADEMICO,88,DEPARTAMENTO DE ENCANTAMIENTOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11306400,MARTIN DIAZ,ESTEBAN GUILLERMO,MASCULINO,1-Sep-12,876,PROFESOR,50,VICERECTORADO ACADEMICO,108,DEPARTAMENTO DE BIOLOGÍA CELULAR
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11975657,MEDINA VASQUEZ,ANDREA ANGELA,FEMENINO,29-Sep-97,876,PROFESOR,50,VICERECTORADO ACADEMICO,86,DEPARTAMENTO DEL ENCANTAMIENTO DE ARTEFACTOS MÁGICOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,1157851,GOMEZ LOPEZ,DONALD,MASCULINO,17-May-78,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,11370669,RAMIREZ MORENO,ROBERTO CRISTOBAL,MASCULINO,24-Jun-07,876,PROFESOR,50,VICERECTORADO ACADEMICO,98,DEPARTAMENTO DE FILOSOFÍA
1,DOCEN,ACTIVO,30,SARTENEJAS,V,1157068,CASTILLO,EDUARDO JOSE,MASCULINO,14-Feb-85,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
1,DOCEN,ACTIVO,30,SARTENEJAS,V,1128236,ROJAS ROMERO,GUILLERMO LARRY,MASCULINO,20-Dec-84,876,PROFESOR,29,VICERECTORADO ADMINISTRATIVO,4,DEPENDENCIA JUBILADOS
